po_number,line_number,item_description,category_code,quantity,unit_price,line_amount
FA852624F0002,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,390,677257.18,264130300.04
FA852624F0002,3,Military program support,CAT-AEROSPACE-DEFENSE,429,604386.08,259281629.81
FA852624F0002,4,Defense platform components,CAT-AEROSPACE-DEFENSE,380,374214.48,142201502.63
FA852624F0002,5,Mission systems equipment,CAT-AEROSPACE-DEFENSE,387,641173.79,248134255.04
W58RGZ17C0014,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,89,2223953.11,197931826.48
W58RGZ17C0014,2,Military program support,CAT-AEROSPACE-DEFENSE,140,1146631.7,160528438.34
W58RGZ17C0014,3,Military program support,CAT-AEROSPACE-DEFENSE,193,1433815.26,276726345.82
W58RGZ17C0014,4,Defense platform components,CAT-AEROSPACE-DEFENSE,404,660858.14,266986688.91
W58RGZ17C0014,5,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,88,2914551.42,256480524.69
N0001919C1022,1,Defense platform components,CAT-AEROSPACE-DEFENSE,389,336625.19,130947200.06
N0001919C1022,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,158,1985440.35,313699575.45
N0001919C1022,3,Defense platform components,CAT-AEROSPACE-DEFENSE,287,812523.64,233194284.01
N0001919C1022,4,Military program support,CAT-AEROSPACE-DEFENSE,189,833387.06,157510154.67
N0001919C1022,5,Mission systems equipment,CAT-AEROSPACE-DEFENSE,489,655559.88,320568781.81
W56HZV12C0344,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,222,1008439.81,223873638.7
W56HZV12C0344,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,8,40709269.85,325674158.77
W56HZV12C0344,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,350,887255.43,310539400.58
W56HZV12C0344,4,Defense platform components,CAT-AEROSPACE-DEFENSE,131,2254145.83,295293103.76
HQ085821C0015,1,Defense platform components,CAT-AEROSPACE-DEFENSE,179,3863347.62,691539224.32
HQ085821C0015,2,Military program support,CAT-AEROSPACE-DEFENSE,465,547352.55,254518935.53
HQ085821C0015,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,37,5608562.78,207516822.88
47QFCA21C0002,1,Contract execution support,CAT-DEFINITIVE-CONTRACT-GENERAL,377,674226.69,254183463.12
47QFCA21C0002,2,General procurement services,CAT-DEFINITIVE-CONTRACT-GENERAL,203,1110059.62,225342102.28
47QFCA21C0002,3,General procurement services,CAT-DEFINITIVE-CONTRACT-GENERAL,215,1270543.07,273166760.62
47QFCA21C0002,4,General contract services,CAT-DEFINITIVE-CONTRACT-GENERAL,65,6122325.2,397951138.18
W31P4Q21F0147,1,Defense platform components,CAT-AEROSPACE-DEFENSE,69,2671595.01,184340055.96
W31P4Q21F0147,2,Military program support,CAT-AEROSPACE-DEFENSE,221,1855335.23,410029085.78
W31P4Q21F0147,3,Military program support,CAT-AEROSPACE-DEFENSE,250,626288.2,156572049.3
W31P4Q21F0147,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,190,1035555.27,196755501.76
W31P4Q21F0147,5,Mission systems equipment,CAT-AEROSPACE-DEFENSE,92,2160209.68,198739290.5
W56HZV22C0012,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,447,198867.0,88893548.39
W56HZV22C0012,2,Defense platform components,CAT-AEROSPACE-DEFENSE,367,635482.38,233222032.58
W56HZV22C0012,3,Military program support,CAT-AEROSPACE-DEFENSE,231,1300177.56,300341017.33
W56HZV22C0012,4,Defense platform components,CAT-AEROSPACE-DEFENSE,270,1001383.43,270373525.53
W56HZV22C0012,5,Aircraft systems support,CAT-AEROSPACE-DEFENSE,87,2905862.56,252810043.07
70B01C26F00000261,1,Construction services,CAT-CONSTRUCTION-FACILITIES,458,607992.74,278460674.81
70B01C26F00000261,2,Infrastructure repair services,CAT-CONSTRUCTION-FACILITIES,357,1053233.51,376004363.65
70B01C26F00000261,3,Facility maintenance,CAT-CONSTRUCTION-FACILITIES,348,679755.42,236554885.26
70B01C26F00000261,4,Infrastructure repair services,CAT-CONSTRUCTION-FACILITIES,163,1558166.46,253981133.7
N0002405C5117,1,Defense platform components,CAT-AEROSPACE-DEFENSE,318,1273796.33,405067233.28
N0002405C5117,2,Defense platform components,CAT-AEROSPACE-DEFENSE,385,989928.5,381122473.35
N0002405C5117,3,Defense platform components,CAT-AEROSPACE-DEFENSE,228,1554110.04,354337089.41
0010,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,167,3663758.36,611847646.05
0010,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,261,1278520.74,333693912.41
0010,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,261,741634.73,193566663.31
36C10B21N10150056,1,Transportation support,CAT-LOGISTICS-TRANSPORTATION,409,405415.57,165814967.2
36C10B21N10150056,2,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,363,647110.12,234900973.68
36C10B21N10150056,3,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,145,1162082.35,168501940.23
36C10B21N10150056,4,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,106,3671445.21,389173192.51
36C10B21N10150056,5,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,451,400481.06,180616959.51
FA812424F0001,1,Military program support,CAT-AEROSPACE-DEFENSE,215,1756193.73,377581651.82
FA812424F0001,2,Defense platform components,CAT-AEROSPACE-DEFENSE,321,983529.57,315712991.33
FA812424F0001,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,339,590255.55,200096632.27
FA812424F0001,4,Defense platform components,CAT-AEROSPACE-DEFENSE,155,1507394.87,233646205.53
N0001918C1025,1,Military program support,CAT-AEROSPACE-DEFENSE,364,1134821.69,413075093.49
N0001918C1025,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,330,1020089.81,336629638.45
N0001918C1025,3,Defense platform components,CAT-AEROSPACE-DEFENSE,372,1010110.95,375761271.98
70Z02326C93210001,1,Site operations support,CAT-CONSTRUCTION-FACILITIES,51,4253547.16,216930905.03
70Z02326C93210001,2,Facility maintenance,CAT-CONSTRUCTION-FACILITIES,452,886104.03,400519019.79
70Z02326C93210001,3,Facility maintenance,CAT-CONSTRUCTION-FACILITIES,207,1559369.81,322789550.61
70Z02326C93210001,4,Infrastructure repair services,CAT-CONSTRUCTION-FACILITIES,186,980695.16,182409299.83
FA861518C6058,1,Defense platform components,CAT-AEROSPACE-DEFENSE,135,3062850.52,413484820.14
FA861518C6058,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,274,883678.02,242127777.42
FA861518C6058,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,386,1198452.01,462602475.5
DEAC0207CH11358,1,Energy services,CAT-ENERGY-UTILITIES,151,1049742.97,158511189.15
DEAC0207CH11358,2,Power systems maintenance,CAT-ENERGY-UTILITIES,497,217446.93,108071124.88
DEAC0207CH11358,3,Utility infrastructure support,CAT-ENERGY-UTILITIES,387,900247.41,348395747.17
DEAC0207CH11358,4,Power systems maintenance,CAT-ENERGY-UTILITIES,75,4568234.58,342617593.8
DEAC0207CH11358,5,Utility infrastructure support,CAT-ENERGY-UTILITIES,261,615064.85,160531925.26
36C24025K1010,1,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,326,969019.83,315900465.92
36C24025K1010,2,Transportation support,CAT-LOGISTICS-TRANSPORTATION,246,2450261.99,602764448.49
36C24025K1010,3,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,344,579562.92,199369645.98
FA863421F0023,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,244,1479554.94,361011405.45
FA863421F0023,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,54,5684782.22,306978240.04
FA863421F0023,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,372,276493.67,102855646.99
FA863421F0023,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,475,728848.07,346202831.54
FA868221C0001,1,Military program support,CAT-AEROSPACE-DEFENSE,234,1205084.92,281989870.16
FA868221C0001,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,16,16426517.07,262824273.1
FA868221C0001,3,Defense platform components,CAT-AEROSPACE-DEFENSE,297,1078869.5,320424241.93
FA868221C0001,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,117,2130360.58,249252187.94
W58RGZ17C0010,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,363,564912.07,205063081.37
W58RGZ17C0010,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,120,2061670.11,247400413.74
W58RGZ17C0010,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,462,403545.37,186437959.35
W58RGZ17C0010,4,Defense platform components,CAT-AEROSPACE-DEFENSE,133,1453048.92,193255506.11
W58RGZ17C0010,5,Defense platform components,CAT-AEROSPACE-DEFENSE,316,882285.13,278802102.05
36C24026K1003,1,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,277,1673875.22,463663434.95
36C24026K1003,2,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,474,804721.77,381438121.14
36C24026K1003,3,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,479,553863.36,265300547.84
0043,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,359,840235.31,301644474.66
0043,2,Defense platform components,CAT-AEROSPACE-DEFENSE,374,812986.46,304056934.32
0043,3,Military program support,CAT-AEROSPACE-DEFENSE,386,804438.74,310513353.77
0043,4,Military program support,CAT-AEROSPACE-DEFENSE,423,456316.68,193021953.81
FA861516C6048,1,Defense platform components,CAT-AEROSPACE-DEFENSE,453,1343848.81,608763509.79
FA861516C6048,2,Defense platform components,CAT-AEROSPACE-DEFENSE,63,3074434.27,193689358.8
FA861516C6048,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,227,1348440.64,306096026.16
HQ014714C0001,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,491,933814.34,458502838.68
HQ014714C0001,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,223,651482.64,145280628.32
HQ014714C0001,3,Military program support,CAT-AEROSPACE-DEFENSE,5,100799893.27,503999466.35
W31P4Q19C0077,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,278,606197.62,168522938.84
W31P4Q19C0077,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,390,818567.92,319241487.93
W31P4Q19C0077,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,160,868898.42,139023747.51
W31P4Q19C0077,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,61,3650365.99,222672325.64
W31P4Q19C0077,5,Aircraft systems support,CAT-AEROSPACE-DEFENSE,118,2184384.58,257757380.4
N0002423C5123,1,Military program support,CAT-AEROSPACE-DEFENSE,219,513588.49,112475879.67
N0002423C5123,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,348,617697.27,214958648.62
N0002423C5123,3,Defense platform components,CAT-AEROSPACE-DEFENSE,173,2247935.96,388892921.74
N0002423C5123,4,Defense platform components,CAT-AEROSPACE-DEFENSE,126,1820220.36,229347765.69
N0002423C5123,5,Defense platform components,CAT-AEROSPACE-DEFENSE,223,720927.65,160766865.46
36C10G26K0209,1,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,154,2838815.74,437177623.26
36C10G26K0209,2,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,418,956593.69,399856162.03
36C10G26K0209,3,Transportation support,CAT-LOGISTICS-TRANSPORTATION,245,1084966.82,265816869.99
GSFC0199711DNAS597271,1,Defense platform components,CAT-AEROSPACE-DEFENSE,205,1971536.14,404164908.88
GSFC0199711DNAS597271,2,Military program support,CAT-AEROSPACE-DEFENSE,22,13918761.82,306212760.05
GSFC0199711DNAS597271,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,143,2739600.98,391762940.81
NNG04DA00C,1,Military program support,CAT-AEROSPACE-DEFENSE,216,1002874.98,216620996.71
NNG04DA00C,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,470,948385.63,445741246.57
NNG04DA00C,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,338,628539.75,212446434.88
NNG04DA00C,4,Military program support,CAT-AEROSPACE-DEFENSE,203,1087368.96,220735899.87
36C24026K1004,1,Transportation support,CAT-LOGISTICS-TRANSPORTATION,460,517508.21,238053775.77
36C24026K1004,2,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,209,1147118.74,239747817.64
36C24026K1004,3,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,325,932199.88,302964960.12
36C24026K1004,4,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,140,2194451.52,307223212.28
N0002409C5103,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,262,741382.35,194242175.2
N0002409C5103,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,169,1537651.79,259863152.04
N0002409C5103,3,Military program support,CAT-AEROSPACE-DEFENSE,262,661759.75,173381055.69
N0002409C5103,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,117,1498430.24,175316338.19
N0002409C5103,5,Aircraft systems support,CAT-AEROSPACE-DEFENSE,118,2365827.29,279167619.82
W912CH25F0096,1,Military program support,CAT-AEROSPACE-DEFENSE,466,866353.87,403720902.94
W912CH25F0096,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,16,14218469.95,227495519.17
W912CH25F0096,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,283,1589149.0,449729168.14
FA812425F0001,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,4,104760078.13,419040312.52
FA812425F0001,2,Defense platform components,CAT-AEROSPACE-DEFENSE,217,1789043.97,388222541.39
FA812425F0001,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,290,936729.96,271651688.55
36C24025K1011,1,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,185,1599688.46,295942364.48
36C24025K1011,2,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,403,908299.15,366044556.46
36C24025K1011,3,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,317,806591.3,255689443.03
36C24025K1011,4,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,99,1592940.06,157701065.92
HQ014719C0007,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,350,675451.15,236407902.19
HQ014719C0007,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,297,708069.97,210296780.09
HQ014719C0007,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,244,824635.54,201211072.41
HQ014719C0007,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,390,1095114.3,427094578.11
FA863420F0022,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,201,1144711.61,230087033.85
FA863420F0022,2,Military program support,CAT-AEROSPACE-DEFENSE,215,875054.04,188136619.21
FA863420F0022,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,488,488374.76,238326881.02
FA863420F0022,4,Military program support,CAT-AEROSPACE-DEFENSE,293,1414186.74,414356714.33
47QFCA20F0014,1,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,368,948283.58,348968359.04
47QFCA20F0014,2,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,247,1363174.92,336704204.64
47QFCA20F0014,3,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,132,1666922.53,220033773.6
47QFCA20F0014,4,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,294,560814.61,164879494.71
W912PL19C0014,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,269,1233574.21,331831462.79
W912PL19C0014,2,Military program support,CAT-AEROSPACE-DEFENSE,41,5795752.16,237625838.66
W912PL19C0014,3,Military program support,CAT-AEROSPACE-DEFENSE,321,459409.68,147470508.65
W912PL19C0014,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,207,577182.26,119476727.37
W912PL19C0014,5,Mission systems equipment,CAT-AEROSPACE-DEFENSE,116,2008483.28,232984060.61
W15QKN19C0017,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,210,1644861.99,345421018.02
W15QKN19C0017,2,Military program support,CAT-AEROSPACE-DEFENSE,169,2501568.63,422765098.99
W15QKN19C0017,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,307,980655.82,301061336.11
HT940213C0010,1,Military program support,CAT-AEROSPACE-DEFENSE,360,837534.63,301512467.62
HT940213C0010,2,Military program support,CAT-AEROSPACE-DEFENSE,263,1134584.8,298395803.37
HT940213C0010,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,60,3814973.86,228898431.66
HT940213C0010,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,73,3231809.49,235922092.75
47QFCA20F0013,1,Transportation support,CAT-LOGISTICS-TRANSPORTATION,278,1032986.5,287170247.47
47QFCA20F0013,2,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,115,3995005.39,459425619.58
47QFCA20F0013,3,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,373,852408.28,317948287.84
W90BRJ15C0006,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,198,1568712.5,310605074.11
W90BRJ15C0006,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,97,2743852.53,266153695.72
W90BRJ15C0006,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,94,1661678.12,156197743.24
W90BRJ15C0006,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,207,1595292.12,330225467.83
28321322FDS030130,1,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,281,1416124.07,397930863.98
28321322FDS030130,2,Transportation support,CAT-LOGISTICS-TRANSPORTATION,155,2158308.27,334537782.21
28321322FDS030130,3,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,33,10017594.61,330580622.12
36C10G26K0213,1,Healthcare support services,CAT-HEALTHCARE-MEDICAL,169,1840831.12,311100458.75
36C10G26K0213,2,Pharmaceutical supply services,CAT-HEALTHCARE-MEDICAL,45,5504622.51,247708012.8
36C10G26K0213,3,Healthcare support services,CAT-HEALTHCARE-MEDICAL,446,530754.68,236716586.9
36C10G26K0213,4,Medical supplies,CAT-HEALTHCARE-MEDICAL,136,1248393.98,169781581.2
36C10G26K0213,5,Laboratory services,CAT-HEALTHCARE-MEDICAL,6,16278503.53,97671021.2
36C24026K1005,1,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,171,1840229.4,314679226.78
36C24026K1005,2,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,273,533945.9,145767231.4
36C24026K1005,3,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,458,361630.39,165626717.54
36C24026K1005,4,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,391,547148.13,213934917.19
36C24026K1005,5,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,150,1468404.68,220260702.43
80JSC017C0006,1,Military program support,CAT-AEROSPACE-DEFENSE,47,4037919.26,189782205.03
80JSC017C0006,2,Military program support,CAT-AEROSPACE-DEFENSE,97,1133215.9,109921942.32
80JSC017C0006,3,Military program support,CAT-AEROSPACE-DEFENSE,452,624543.36,282293600.93
80JSC017C0006,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,445,290405.71,129230542.21
80JSC017C0006,5,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,89,3899345.25,347041726.85
N0002419C5501,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,138,1906002.91,263028401.98
N0002419C5501,2,Military program support,CAT-AEROSPACE-DEFENSE,431,801799.45,345575561.87
N0002419C5501,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,70,6406011.64,448420814.52
N0002417C6259,1,Military program support,CAT-AEROSPACE-DEFENSE,382,878278.03,335502209.28
N0002417C6259,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,268,447996.91,120063173.12
N0002417C6259,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,170,2178533.97,370350774.77
N0002417C6259,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,4,57302946.08,229211784.33
N0002419C2112,1,Military program support,CAT-AEROSPACE-DEFENSE,324,567181.48,183766799.23
N0002419C2112,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,369,944664.0,348581016.18
N0002419C2112,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,444,750048.56,333021560.98
N0002419C2112,4,Defense platform components,CAT-AEROSPACE-DEFENSE,291,639277.26,186029683.61
FA863421F0026,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,460,302094.18,138963320.71
FA863421F0026,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,412,374594.07,154332757.3
FA863421F0026,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,153,2801338.87,428604847.18
FA863421F0026,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,239,1376921.62,329084266.79
36C24025K1007,1,Transportation support,CAT-LOGISTICS-TRANSPORTATION,320,1466818.24,469381836.49
36C24025K1007,2,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,96,1936557.2,185909491.02
36C24025K1007,3,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,95,4111564.46,390598624.05
36C24025K1008,1,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,89,2682149.03,238711263.64
36C24025K1008,2,Fleet operations support,CAT-LOGISTICS-TRANSPORTATION,435,293318.83,127593691.92
36C24025K1008,3,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,307,917641.84,281716043.53
36C24025K1008,4,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,98,1559630.61,152843799.58
36C24025K1008,5,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,232,1045775.11,242619826.0
N0002420C6117,1,Defense platform components,CAT-AEROSPACE-DEFENSE,294,1258669.67,370048882.8
N0002420C6117,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,386,536836.1,207218735.85
